"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"1442773658","MH715306.1",137,0,0,143,126,7,24,7,143,101,558709,"Gymnura micrura","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Gymnuridae",NA,"Gymnura",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"628820343","KJ617038.1",138,2,1,649,632,512,529,512,649,102,495854,"Gymnura poecilura","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Gymnuridae",NA,"Gymnura",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"33317228","AF447995.1",132,0,2,572,555,441,458,441,572,96,195304,"Hexatrygon taiwanensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Hexatrygonidae",NA,"Hexatrygon",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"554521616","KF482070.1",138,0,1,648,631,511,528,511,648,102,420948,"Aetobatus flagellum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Aetobatus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894748","KX151649.1",138,0,1,648,631,511,528,511,648,102,87140,"Aetobatus narinari","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Aetobatus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1393832729","MH248233.1",138,0,1,330,313,193,210,193,330,102,2204211,"Aetobatus sp. 'cf. narinari/ocellatus' EES-2018","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Aetobatus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1393832730","MH248234.1",144,0,1,336,319,193,210,193,336,108,2204212,"Aetomylaeus cf. milvus EES-2018","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Aetomylaeus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1393832720","MH248224.1",141,0,1,334,317,194,211,194,334,105,495821,"Aetomylaeus nichofii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Aetomylaeus",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090895013","KX151653.1",137,0,1,648,631,512,529,512,648,101,1983394,"Mobula alfredi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894714","KX151648.1",137,0,1,648,631,512,529,512,648,101,1983395,"Mobula birostris","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056320","KM364991.1",137,0,1,647,630,511,528,511,647,101,1983395,"Mobula birostris","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"545484238","KF413894.1",137,0,1,911,894,775,792,775,911,101,1983395,"Mobula birostris","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317233","AF448000.1",137,0,1,578,561,442,459,442,578,101,1983395,"Mobula birostris","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729055982","KM361353.1",137,0,1,646,629,510,527,510,646,101,1579276,"Mobula eregoodootenkee","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317234","AF448001.1",137,0,1,577,560,441,458,441,577,101,195312,"Mobula formosana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894440","KX151646.1",139,0,1,648,631,510,527,510,648,103,723540,"Mobula hypostoma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056278","KM364988.1",137,0,1,572,555,436,453,436,572,101,495868,"Mobula japanica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056222","KM364984.1",137,0,1,571,554,435,452,435,571,101,495868,"Mobula japanica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729055996","KM435072.1",137,0,1,552,535,416,433,416,552,101,495868,"Mobula japanica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"402479304","JX392983.1",137,0,1,646,629,510,527,510,646,101,495868,"Mobula japanica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090895261","KX151654.1",137,0,1,646,629,510,527,510,646,101,496077,"Mobula kuhlii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894933","KX151651.1",137,0,1,646,629,510,527,510,646,101,496077,"Mobula kuhlii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056292","KM364989.1",137,0,1,646,629,510,527,510,646,101,496077,"Mobula kuhlii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056264","KM364987.1",137,0,1,646,629,510,527,510,646,101,496077,"Mobula kuhlii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894396","KX151644.1",137,0,1,646,629,510,527,510,646,101,1579277,"Mobula mobular","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894334","KX151643.1",137,0,1,646,629,510,527,510,646,101,1579277,"Mobula mobular","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"959093553","KT203434.1",137,0,1,646,629,510,527,510,646,101,1579277,"Mobula mobular","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056208","KM364983.1",137,0,1,646,629,510,527,510,646,101,1579277,"Mobula mobular","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894420","KX151645.1",139,0,1,648,631,510,527,510,648,103,1213694,"Mobula munkiana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056306","KM364990.1",139,0,1,648,631,510,527,510,648,103,1213694,"Mobula munkiana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056334","KM364992.1",139,0,1,648,631,510,527,510,648,103,1579278,"Mobula rochebrunei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1583103419","NC_040922.1",137,0,1,646,629,510,527,510,646,101,495869,"Mobula tarapacana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894670","KX151647.1",137,0,1,650,633,514,531,514,650,101,495869,"Mobula tarapacana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056250","KM364986.1",137,0,1,650,633,514,531,514,650,101,495869,"Mobula tarapacana","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894852","KX151650.1",137,0,1,645,628,509,526,509,645,101,86366,"Mobula thurstoni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1369123158","NC_037219.1",137,0,1,645,628,509,526,509,645,101,86366,"Mobula thurstoni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056348","KM364993.1",137,0,1,645,628,509,526,509,645,101,86366,"Mobula thurstoni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobulinae","Mobula",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894194","KX151642.1",138,0,1,651,634,514,531,514,651,102,990611,"Myliobatis aquila","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Myliobatis",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056236","KM364985.1",138,0,1,652,635,515,532,515,652,102,319543,"Myliobatis californica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Myliobatis",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1515576503","MH377788.1",138,0,1,330,313,193,210,193,330,102,1072479,"Myliobatis freminvillei","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Myliobatinae","Myliobatis",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1090894963","KX151652.1",137,0,1,653,636,517,534,517,653,101,118255,"Rhinoptera bonasus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"475653215","JX241047.1",137,0,1,325,308,189,206,189,325,101,118255,"Rhinoptera bonasus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1788585336","MN883189.1",137,0,1,328,311,192,209,192,328,101,1206156,"Rhinoptera brasiliensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1788585335","MN883188.1",137,0,1,328,311,192,209,192,328,101,1206156,"Rhinoptera brasiliensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1788585334","MN883187.1",137,0,1,215,198,79,96,79,215,101,1206156,"Rhinoptera brasiliensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317252","AF448019.1",137,0,1,581,564,445,462,445,581,101,195332,"Rhinoptera javanica","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"729056194","KM364982.1",137,0,1,650,633,514,531,514,650,101,86375,"Rhinoptera steindachneri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Myliobatidae","Rhinopterinae","Rhinoptera",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"49066381","AY597334.1",137,0,1,647,630,511,528,511,647,101,195321,"Plesiobatis daviesi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Plesiobatidae",NA,"Plesiobatis",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"33317238","AF448005.1",137,0,1,577,560,441,458,441,577,101,195321,"Plesiobatis daviesi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Plesiobatidae",NA,"Plesiobatis",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
NA,"NC_065055.1",137,0,1,643,626,507,524,507,643,101,460153,"Potamotrygon falkneri","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Potamotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317239","AF448006.1",137,0,1,576,559,440,457,440,576,101,170822,"Potamotrygon hystrix","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Potamotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"1074805498","KX151183.1",138,0,1,646,629,509,526,509,646,102,1737450,"Potamotrygon magdalenae","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Potamotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"560188075","KF709642.1",137,0,1,643,626,507,524,507,643,101,86373,"Potamotrygon motoro","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Potamotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317240","AF448007.1",137,0,1,576,559,440,457,440,576,101,86373,"Potamotrygon motoro","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Potamotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"2088247198","NC_057097.1",137,0,1,643,626,507,524,507,643,101,86381,"Potamotrygon orbignyi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Potamotrygon",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"745748915","KM881715.1",137,0,1,647,630,511,528,511,647,101,86377,"Taeniura lymma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Taeniura",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317257","AF448024.1",137,0,1,577,560,441,458,441,577,101,86377,"Taeniura lymma","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Taeniura",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"409107921","JX827260.1",140,0,1,649,632,510,527,510,649,104,651724,"Taeniura meyeni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Taeniura",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"33317258","AF448025.1",140,0,1,580,563,441,458,441,580,104,651724,"Taeniura meyeni","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Potamotrygonidae",NA,"Taeniura",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"2077241097","LC645314.1",137,0,1,515,498,379,396,379,515,101,195339,"Urolophus aurantiacus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Urolophidae",NA,"Urolophus",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"2077241096","LC645313.1",137,0,1,515,498,379,396,379,515,101,195339,"Urolophus aurantiacus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Urolophidae",NA,"Urolophus",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"2077241095","LC645312.1",137,0,1,515,498,379,396,379,515,101,195339,"Urolophus aurantiacus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Urolophidae",NA,"Urolophus",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"2077241094","LC645311.1",137,0,1,515,498,379,396,379,515,101,195339,"Urolophus aurantiacus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Urolophidae",NA,"Urolophus",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"33317261","AF448028.1",137,0,1,578,561,442,459,442,578,101,195339,"Urolophus aurantiacus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Urolophidae",NA,"Urolophus",NA,NA,"Batoidea","Urolophoidea",NA,NA,NA,NA,NA,NA
"37722036","AY147898.1",137,0,1,402,385,266,283,266,402,101,170826,"Urobatis jamaicensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Myliobatiformes","Urotrygonidae",NA,"Urobatis",NA,NA,"Batoidea","Dasyatoidea",NA,NA,NA,NA,NA,NA
"1025626179","KU904394.1",134,0,2,643,626,510,527,510,643,98,7801,"Ginglymostoma cirratum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Ginglymostomatidae",NA,"Ginglymostoma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"37722028","AY147890.1",134,0,2,615,598,482,499,482,615,98,7801,"Ginglymostoma cirratum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Ginglymostomatidae",NA,"Ginglymostoma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"995896618","KT852575.1",134,0,2,643,626,510,527,510,643,98,496405,"Nebrius ferrugineus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Ginglymostomatidae",NA,"Nebrius",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"378925663","JQ434458.1",134,0,2,642,625,509,526,509,642,98,586796,"Chiloscyllium griseum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"396580865","JX162601.1",134,0,2,642,625,509,526,509,642,98,36176,"Chiloscyllium plagiosum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"226247217","FJ853422.1",134,0,2,642,625,509,526,509,642,98,36176,"Chiloscyllium plagiosum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1594414436","AP019519.1",134,0,2,643,626,510,527,510,643,98,137246,"Chiloscyllium punctatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"371925347","JQ082337.1",134,0,2,643,626,510,527,510,643,98,137246,"Chiloscyllium punctatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Chiloscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1747255367","NC_044745.1",134,0,2,643,626,510,527,510,643,98,170820,"Hemiscyllium ocellatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Hemiscylliidae",NA,"Hemiscyllium",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1350922111","MF872726.1",134,0,2,642,625,509,526,509,642,98,259920,"Rhincodon typus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Rhincodontidae",NA,"Rhincodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"482678255","KC633221.1",134,0,2,642,625,509,526,509,642,98,259920,"Rhincodon typus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Rhincodontidae",NA,"Rhincodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"558614033","KF679782.1",134,0,2,642,625,509,526,509,642,98,259920,"Rhincodon typus","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Rhincodontidae",NA,"Rhincodon",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"991820383","KU057952.1",135,0,2,642,625,508,525,508,642,99,378071,"Stegostoma fasciatum","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Orectolobiformes","Stegostomatidae",NA,"Stegostoma",NA,NA,"Galeoidea",NA,NA,NA,NA,NA,NA,NA
"1031877129","KX014715.1",135,0,1,643,626,509,526,509,643,99,195288,"Sinobatis borneensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Anacanthobatidae",NA,"Sinobatis",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"33317262","AF448029.1",135,0,1,574,557,440,457,440,574,99,195288,"Sinobatis borneensis","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Anacanthobatidae",NA,"Sinobatis",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"727826589","KM507724.1",132,0,1,646,629,515,532,515,646,96,1072469,"Atlantoraja castelnaui","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Atlantoraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585836","NC_037964.1",137,0,1,648,631,512,529,512,648,101,458555,"Bathyraja albomaculata","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"586946496","KF991391.1",136,0,1,647,630,512,529,512,647,100,1213664,"Bathyraja bergi","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
NA,"LC710283.1",136,0,1,517,500,382,399,382,517,100,2448485,"Bathyraja diplotaenia","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1863124640","NC_048964.1",137,0,1,1411,1394,1275,1292,1275,1411,101,298348,"Bathyraja eatonii","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585850","NC_037965.1",137,0,1,648,631,512,529,512,648,101,458558,"Bathyraja griseocauda","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
"1418585990","NC_037975.1",137,0,1,648,631,512,529,512,648,101,464743,"Bathyraja maccaini","Eukaryota","Metazoa","Chordata","Craniata",NA,"Chondrichthyes","Elasmobranchii","Rajiformes","Arhynchobatidae",NA,"Bathyraja",NA,NA,"Batoidea",NA,NA,NA,NA,NA,NA,NA
