"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop"
NA,"MZ847185.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847178.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847175.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ847173.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847171.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847170.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847168.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ847162.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847159.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847157.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847155.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847150.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847148.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847147.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847140.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847136.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ847135.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847132.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847129.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847128.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847126.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ847122.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847112.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847102.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847096.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847094.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847081.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847080.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847079.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847072.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847068.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847067.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847066.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847062.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847058.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847055.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847051.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847048.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ847045.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847042.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847039.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847032.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847031.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847030.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847026.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847025.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847022.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847018.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847015.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ847009.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ847007.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ846998.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ846997.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846994.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846989.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ846988.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846984.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846981.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846977.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846976.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846972.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846969.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846968.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846967.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846966.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ846964.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846963.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ846962.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846960.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846955.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846950.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846947.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846940.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846932.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846929.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ846921.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ846910.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846907.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846900.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846889.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846875.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ846864.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846859.1",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MZ846857.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846856.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846849.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ846843.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ846842.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846841.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846838.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846835.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846833.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846832.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846830.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846826.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846822.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846817.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846811.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846804.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ846803.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846802.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846801.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846799.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846798.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846796.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846795.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846794.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846793.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846792.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846791.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846790.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ846789.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846788.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846787.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846783.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ846782.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846779.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846778.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846777.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ846775.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846774.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846773.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846771.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846770.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846769.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846767.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846766.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846764.1",136,1,0,1210,1193,1075,1092,1075,1210
NA,"MZ846762.1",136,1,0,1212,1195,1077,1094,1077,1212
NA,"MZ846761.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846760.1",136,1,0,1215,1198,1080,1097,1080,1215
NA,"MZ846758.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846757.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846752.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846751.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846750.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846749.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846748.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846747.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846746.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846745.1",136,1,0,1214,1197,1079,1096,1079,1214
NA,"MZ846743.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846742.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846741.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846739.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846738.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846736.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846734.1",136,1,0,1216,1199,1081,1098,1081,1216
NA,"MZ846733.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846726.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846723.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846717.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846715.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846713.1",136,1,0,1213,1196,1078,1095,1078,1213
NA,"MZ846712.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846709.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"MZ846705.1",136,1,0,1211,1194,1076,1093,1076,1211
NA,"LC672459.1",134,0,0,512,495,379,396,379,512
"2064684394","LC640081.1",134,0,0,505,488,372,389,372,505
"1040461043","KU159431.1",134,0,0,635,618,502,519,502,635
"633259622","AB721306.1",134,0,0,640,623,507,524,507,640
"1442773658","MH715306.1",137,0,0,143,126,7,24,7,143
"1442773654","MH715302.1",141,0,0,147,130,7,24,7,147
"1442773653","MH715301.1",139,0,0,145,128,7,24,7,145
"554618739","AB560491.1",134,0,0,646,629,513,530,513,646
"554618711","AB560489.1",134,0,0,647,630,514,531,514,647
"554618697","AB560488.1",134,0,0,644,627,511,528,511,644
"554618683","AB560487.1",134,0,0,635,618,502,519,502,635
"37722026","AY147888.1",134,0,0,444,427,311,328,311,444
"37722023","AY147885.1",134,0,0,613,596,480,497,480,613
"33317263","AF448030.1",134,0,0,572,555,439,456,439,572
NA,"LC649806.1",135,0,1,642,625,508,525,508,642
NA,"LC649805.1",134,0,1,642,625,509,526,509,642
NA,"LC705337.1",138,0,1,516,499,379,396,379,516
NA,"OM509566.1",141,0,1,321,304,181,198,181,321
NA,"OM509564.1",141,0,1,318,301,178,195,178,318
NA,"OM509563.1",141,0,1,317,300,177,194,177,317
NA,"OM509562.1",141,0,1,311,294,171,188,171,311
NA,"OM509561.1",141,0,1,311,294,171,188,171,311
NA,"OM509559.1",140,0,1,317,300,178,195,178,317
NA,"AB969870.2",135,0,1,512,495,378,395,378,512
NA,"LC672518.1",139,0,1,519,502,381,398,381,519
NA,"AB938108.2",134,0,1,512,495,379,396,379,512
NA,"LC669532.1",134,0,1,512,495,379,396,379,512
NA,"LC661306.1",134,0,1,513,496,380,397,380,513
NA,"OK638184.1",136,0,1,18603,18586,18468,18485,18468,18603
"2119746454","MH005927.1",135,0,1,646,629,512,529,512,646
"2091528396","NC_057525.1",134,0,1,642,625,509,526,509,642
"2088232218","NC_056784.1",134,0,1,11876,11859,11743,11760,11743,11876
"2089854625","LC649111.1",139,0,1,518,501,380,397,380,518
"2089854624","LC649110.1",139,0,1,518,501,380,397,380,518
"2087356306","LC193386.2",134,0,1,511,494,378,395,378,511
"2087356304","LC193178.2",134,0,1,512,495,379,396,379,512
"2077241117","LC645334.1",135,0,1,513,496,379,396,379,513
"2077241105","LC645322.1",134,0,1,513,496,380,397,380,513
"2077241097","LC645314.1",137,0,1,515,498,379,396,379,515
"2077241096","LC645313.1",137,0,1,515,498,379,396,379,515
"2077241095","LC645312.1",137,0,1,515,498,379,396,379,515
"2077241094","LC645311.1",137,0,1,515,498,379,396,379,515
"2077241088","LC645305.1",135,0,1,517,500,383,400,383,517
"2074192869","LC020833.2",134,0,1,510,493,377,394,377,510
"2071593465","MZ424309.1",134,0,1,644,627,511,528,511,644
"2071593070","MN873044.1",134,0,1,641,624,508,525,508,641
"2071593056","MN873043.1",134,0,1,641,624,508,525,508,641
"2063521533","MT326625.2",139,0,1,649,632,511,528,511,649
"2063521519","MT326624.2",139,0,1,649,632,511,528,511,649
"2063521505","MT326623.2",139,0,1,649,632,511,528,511,649
"2063521491","MT326622.2",139,0,1,649,632,511,528,511,649
"2063521477","MT326621.2",139,0,1,649,632,511,528,511,649
"2063521463","MT326620.2",139,0,1,649,632,511,528,511,649
"2063521449","MT326619.2",139,0,1,649,632,511,528,511,649
"2063521435","MT326618.2",139,0,1,649,632,511,528,511,649
"2063521421","MT326617.2",139,0,1,649,632,511,528,511,649
"2063521407","MT326616.2",139,0,1,649,632,511,528,511,649
"2063521379","MT326614.2",139,0,1,649,632,511,528,511,649
"2063521365","MT326613.2",139,0,1,649,632,511,528,511,649
"2063521351","MT326612.2",139,0,1,649,632,511,528,511,649
"2063521337","MT326611.2",139,0,1,649,632,511,528,511,649
"2063521323","MT326610.2",139,0,1,649,632,511,528,511,649
"2063521309","MT326609.2",139,0,1,649,632,511,528,511,649
"2063521295","MT326608.2",139,0,1,649,632,511,528,511,649
"2063521281","MT326607.2",139,0,1,649,632,511,528,511,649
"2063521267","MT326606.2",139,0,1,649,632,511,528,511,649
"2063521253","MT326605.2",139,0,1,649,632,511,528,511,649
"2063521239","MT326604.2",139,0,1,553,536,415,432,415,553
"2063516273","MT326635.2",139,0,1,649,632,511,528,511,649
"2063516259","MT326634.2",139,0,1,652,635,514,531,514,652
"2063516245","MT326633.2",139,0,1,652,635,514,531,514,652
"2063516231","MT326632.2",139,0,1,652,635,514,531,514,652
"2063513320","MT326631.2",139,0,1,648,631,510,527,510,648
"2063513306","MT326630.2",139,0,1,648,631,510,527,510,648
"2063513292","MT326629.2",139,0,1,648,631,510,527,510,648
"2063513278","MT326628.2",139,0,1,648,631,510,527,510,648
"2063512085","MT326603.2",139,0,1,648,631,510,527,510,648
"2063512071","MT326602.2",139,0,1,648,631,510,527,510,648
"2063512057","MT326601.2",139,0,1,651,634,513,530,513,651
"2063512043","MT326600.2",139,0,1,651,634,513,530,513,651
"2063512029","MT326599.2",139,0,1,648,631,510,527,510,648
"2063512015","MT326598.2",139,0,1,648,631,510,527,510,648
"2063512001","MT326597.2",139,0,1,648,631,510,527,510,648
"2063511987","MT326596.2",139,0,1,648,631,510,527,510,648
"2062387377","MT326627.2",138,0,1,647,630,510,527,510,647
"2055413156","NC_056291.1",142,0,1,653,636,512,529,512,653
"2052160810","LC635125.1",134,0,1,512,495,379,396,379,512
"2052160791","LC635112.1",135,0,1,517,500,383,400,383,517
"2052160790","LC635111.1",134,0,1,510,493,377,394,377,510
"2052160788","LC635110.1",134,0,1,510,493,377,394,377,510
"2052160787","LC635109.1",134,0,1,510,493,377,394,377,510
"2052160779","LC635103.1",134,0,1,511,494,378,395,378,511
"2052160778","LC635102.1",134,0,1,510,493,377,394,377,510
"2044005964","MW528216.1",134,0,1,644,627,511,528,511,644
"2021332406","MT890694.1",141,0,1,652,635,512,529,512,652
"2021332392","MT890693.1",141,0,1,652,635,512,529,512,652
"2021332378","MT890692.1",141,0,1,652,635,512,529,512,652
"2021332364","MT890691.1",140,0,1,651,634,512,529,512,651
"2021332350","MT890690.1",140,0,1,651,634,512,529,512,651
"2021332336","MT890689.1",140,0,1,651,634,512,529,512,651
"2021332322","MT890688.1",140,0,1,651,634,512,529,512,651
NA,"NC_060794.1",140,0,1,651,634,512,529,512,651
NA,"NC_059940.1",134,0,1,641,624,508,525,508,641
NA,"NC_059939.1",141,0,1,652,635,512,529,512,652
"2020640493","MT274573.1",134,0,1,642,625,509,526,509,642
"2020640437","MT274569.1",139,0,1,648,631,510,527,510,648
NA,"NC_059937.1",138,0,1,646,629,509,526,509,646
"2018125215","NC_053831.1",134,0,1,18514,18531,18647,18630,18514,18647
"1958585706","AB938120.2",139,0,1,491,474,353,370,353,491
"2088244563","NC_057047.1",140,0,1,807,790,668,685,668,807
"2088244932","NC_057057.1",134,0,1,644,627,511,528,511,644
"1955389652","LC600705.1",139,0,1,518,501,380,397,380,518
"1900533921","MT850125.1",141,0,1,652,635,512,529,512,652
"1980524305","NC_052720.1",139,0,1,647,630,509,526,509,647
"2064684368","LC640055.1",134,0,1,510,493,377,394,377,510
"2064684364","LC640051.1",134,0,1,513,496,380,397,380,513
"1878829552","MT663280.1",134,0,1,644,627,511,528,511,644
"1878349338","NC_049882.1",141,0,1,16138,16155,16278,16261,16138,16278
"1871283185","MT410918.1",140,0,1,651,634,512,529,512,651
"1878348459","NC_049865.1",141,0,1,652,635,512,529,512,652
"1878348445","NC_049864.1",134,0,1,641,624,508,525,508,641
"1871282709","MT410927.1",134,0,1,643,626,510,527,510,643
"1871282694","MT410916.1",140,0,1,651,634,512,529,512,651
"1871282662","MT410888.1",134,0,1,641,624,508,525,508,641
"1863124640","NC_048964.1",137,0,1,1411,1394,1275,1292,1275,1411
"1847690956","NC_048468.1",134,0,1,644,627,511,528,511,644
"1827514586","MT104516.1",134,0,1,643,626,510,527,510,643
"1827514572","MT104515.1",134,0,1,644,627,511,528,511,644
"1826690244","MN943498.1",134,0,1,644,627,511,528,511,644
"1826690230","MN943497.1",134,0,1,643,626,510,527,510,643
"1834963092","NC_047241.1",133,0,1,649,632,517,534,517,649
"1834963065","NC_047239.1",134,0,1,639,622,506,523,506,639
"1834963051","NC_047238.1",134,0,1,644,627,511,528,511,644
"1834962532","NC_047231.1",134,0,1,2112,2095,1979,1996,1979,2112
"1829764069","NC_046684.1",141,0,1,652,635,512,529,512,652
"1819289226","NC_046016.1",132,0,1,640,623,509,526,509,640
"1799624253","MN122934.1",134,0,1,641,624,508,525,508,641
"1788585420","MN883225.1",139,0,1,331,314,193,210,193,331
"1788585339","MN883192.1",134,0,1,326,309,193,210,193,326
"1788585338","MN883191.1",134,0,1,326,309,193,210,193,326
"1788585336","MN883189.1",137,0,1,328,311,192,209,192,328
"1788585335","MN883188.1",137,0,1,328,311,192,209,192,328
"1788585334","MN883187.1",137,0,1,215,198,79,96,79,215
"1788585333","MN883186.1",139,0,1,330,313,192,209,192,330
"1788585331","MN883185.1",139,0,1,330,313,192,209,192,330
"1788585330","MN883184.1",139,0,1,330,313,192,209,192,330
"1788585329","MN883183.1",134,0,1,325,308,192,209,192,325
"1788585323","MN883178.1",141,0,1,332,315,192,209,192,332
"1788585322","MN883177.1",134,0,1,326,309,193,210,193,326
"1788585321","MN883176.1",134,0,1,326,309,193,210,193,326
"1788585320","MN883175.1",134,0,1,325,308,192,209,192,325
"1788585319","MN883174.1",134,0,1,325,308,192,209,192,325
"1785468162","MN844120.1",134,0,1,142,125,9,26,9,142
"1785468141","MN844099.1",141,0,1,149,132,9,26,9,149
"1785188471","MN783017.1",137,0,1,651,634,515,532,515,651
"1707509966","NC_043830.1",134,0,1,641,624,508,525,508,641
"1642526374","NC_042256.1",135,0,1,645,628,511,528,511,645
"1594414450","AP019520.1",134,0,1,643,626,510,527,510,643
"1583103419","NC_040922.1",137,0,1,646,629,510,527,510,646
"1515576520","MH377805.1",134,0,1,321,304,188,205,188,321
"1515576517","MH377802.1",141,0,1,333,316,193,210,193,333
"1515576513","MH377798.1",134,0,1,328,311,195,212,195,328
"1515576503","MH377788.1",138,0,1,330,313,193,210,193,330
"1515576499","MH377784.1",139,0,1,330,313,192,209,192,330
"1515576498","MH377783.1",139,0,1,321,304,183,200,183,321
"1515576478","MH377763.1",141,0,1,333,316,193,210,193,333
"1515576476","MH377761.1",141,0,1,333,316,193,210,193,333
"1515576474","MH377759.1",140,0,1,332,315,193,210,193,332
"1488177596","NC_039438.1",136,0,1,650,633,515,532,515,650
"1394333080","MF278981.1",141,0,1,652,635,512,529,512,652
"1418586032","NC_037978.1",137,0,1,648,631,512,529,512,648
"1418586018","NC_037977.1",137,0,1,648,631,512,529,512,648
"1418586004","NC_037976.1",137,0,1,648,631,512,529,512,648
"1418585990","NC_037975.1",137,0,1,648,631,512,529,512,648
"1394333010","MF278976.1",141,0,1,651,634,511,528,511,651
"1418585976","NC_037974.1",141,0,1,652,635,512,529,512,652
"1418585962","NC_037973.1",141,0,1,652,635,512,529,512,652
"1418585948","NC_037972.1",141,0,1,652,635,512,529,512,652
"1418585934","NC_037971.1",141,0,1,652,635,512,529,512,652
"1418585920","NC_037970.1",141,0,1,652,635,512,529,512,652
"1418585906","NC_037969.1",141,0,1,652,635,512,529,512,652
"1418585892","NC_037968.1",141,0,1,652,635,512,529,512,652
"1418585878","NC_037967.1",141,0,1,652,635,512,529,512,652
"1394332884","MF278967.1",141,0,1,652,635,512,529,512,652
"1418585864","NC_037966.1",141,0,1,652,635,512,529,512,652
"1418585850","NC_037965.1",137,0,1,648,631,512,529,512,648
"1418585836","NC_037964.1",137,0,1,648,631,512,529,512,648
"1418585822","NC_037963.1",137,0,1,648,631,512,529,512,648
"1394332814","MF278962.1",141,0,1,652,635,512,529,512,652
"1418585808","NC_037962.1",141,0,1,652,635,512,529,512,652
"1418585794","NC_037961.1",141,0,1,652,635,512,529,512,652
"1393832750","MH248254.1",134,0,1,326,309,193,210,193,326
"1393832731","MH248235.1",134,0,1,325,308,192,209,192,325
"1393832730","MH248234.1",144,0,1,336,319,193,210,193,336
"1393832729","MH248233.1",138,0,1,330,313,193,210,193,330
"1393832728","MH248232.1",137,0,1,322,305,186,203,186,322
"1393832727","MH248231.1",137,0,1,329,312,193,210,193,329
"1393832725","MH248229.1",136,0,1,328,311,193,210,193,328
"1393832722","MH248226.1",134,0,1,325,308,192,209,192,325
"1393832721","MH248225.1",135,0,1,326,309,192,209,192,326
"1393832720","MH248224.1",141,0,1,334,317,194,211,194,334
"1369112978","MF983539.1",134,0,1,645,628,512,529,512,645
"1369112964","MF983538.1",134,0,1,645,628,512,529,512,645
"1279579876","MF682494.1",136,0,1,647,630,512,529,512,647
"1192789295","KY464952.1",134,0,1,644,627,511,528,511,644
"1188234949","KY111436.1",134,0,1,641,624,508,525,508,641
"1178769503","KX858829.1",134,0,1,641,624,508,525,508,641
"1178769489","KX858828.1",134,0,1,641,624,508,525,508,641
"1150016761","KY513709.1",134,0,1,641,624,508,525,508,641
"1114444097","KX354996.1",134,0,1,643,626,510,527,510,643
"1108487827","KY039268.1",134,0,1,641,624,508,525,508,641
"1108487813","KY039267.1",134,0,1,641,624,508,525,508,641
"1108487799","KY039266.1",134,0,1,641,624,508,525,508,641
"1108487785","KY039265.1",134,0,1,641,624,508,525,508,641
"1108487771","KY039264.1",134,0,1,641,624,508,525,508,641
"1108487757","KY039263.1",134,0,1,641,624,508,525,508,641
"1108487743","KY039262.1",134,0,1,641,624,508,525,508,641
"1108487729","KY039261.1",134,0,1,641,624,508,525,508,641
"1108487715","KY039260.1",134,0,1,641,624,508,525,508,641
"1108487701","KY039259.1",134,0,1,641,624,508,525,508,641
"1108487687","KY039258.1",134,0,1,641,624,508,525,508,641
"1108487673","KY039257.1",134,0,1,641,624,508,525,508,641
"1108487659","KY039256.1",134,0,1,641,624,508,525,508,641
"1108487645","KY039255.1",134,0,1,641,624,508,525,508,641
"1108487631","KY039254.1",134,0,1,641,624,508,525,508,641
"1108487617","KY039253.1",134,0,1,641,624,508,525,508,641
"1108487603","KY039252.1",134,0,1,641,624,508,525,508,641
"1108487589","KY039251.1",134,0,1,641,624,508,525,508,641
"1108487575","KY039250.1",134,0,1,641,624,508,525,508,641
"1108487561","KY039249.1",134,0,1,641,624,508,525,508,641
"1108487547","KY039248.1",134,0,1,641,624,508,525,508,641
"1108487533","KY039247.1",134,0,1,641,624,508,525,508,641
"1108487519","KY039246.1",134,0,1,641,624,508,525,508,641
"1108487505","KY039245.1",134,0,1,641,624,508,525,508,641
"1108487491","KY039244.1",134,0,1,641,624,508,525,508,641
"1108487477","KY039243.1",134,0,1,641,624,508,525,508,641
"1108487463","KY039242.1",134,0,1,641,624,508,525,508,641
"1108487449","KY039241.1",134,0,1,641,624,508,525,508,641
"1108487435","KY039240.1",134,0,1,641,624,508,525,508,641
"1108487421","KY039239.1",134,0,1,641,624,508,525,508,641
"1108487407","KY039238.1",134,0,1,641,624,508,525,508,641
"1108487393","KY039237.1",134,0,1,641,624,508,525,508,641
"1108487379","KY039236.1",134,0,1,641,624,508,525,508,641
"1108487365","KY039235.1",134,0,1,641,624,508,525,508,641
"1108487351","KY039234.1",134,0,1,641,624,508,525,508,641
"1108487337","KY039233.1",134,0,1,641,624,508,525,508,641
"1108487323","KY039232.1",134,0,1,641,624,508,525,508,641
"1108487309","KY039231.1",134,0,1,641,624,508,525,508,641
"1108487295","KY039230.1",134,0,1,641,624,508,525,508,641
"1108487281","KY039229.1",134,0,1,641,624,508,525,508,641
"1108487267","KY039228.1",134,0,1,641,624,508,525,508,641
"1108487253","KY039227.1",134,0,1,641,624,508,525,508,641
"1108487239","KY039226.1",134,0,1,641,624,508,525,508,641
"1108487225","KY039225.1",134,0,1,641,624,508,525,508,641
"1108487211","KY039224.1",134,0,1,641,624,508,525,508,641
"1108487197","KY039223.1",134,0,1,641,624,508,525,508,641
"1108487183","KY039222.1",134,0,1,641,624,508,525,508,641
"1108487169","KY039221.1",134,0,1,641,624,508,525,508,641
"1108487155","KY039220.1",134,0,1,641,624,508,525,508,641
"1108487141","KY039219.1",134,0,1,641,624,508,525,508,641
"1108487127","KY039218.1",134,0,1,641,624,508,525,508,641
"1108487113","KY039217.1",134,0,1,641,624,508,525,508,641
"1108487099","KY039216.1",134,0,1,641,624,508,525,508,641
"1108487085","KY039215.1",134,0,1,641,624,508,525,508,641
"1108487071","KY039214.1",134,0,1,641,624,508,525,508,641
"1108487057","KY039213.1",134,0,1,641,624,508,525,508,641
