"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","database","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"OM328933.1",136,1,0,625,608,490,507,490,625,"nt",2946520,"Plecturocebus dubius","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Plecturocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328932.1",136,1,0,625,608,490,507,490,625,"nt",1812037,"Plecturocebus cinerascens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Plecturocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328931.1",136,1,0,625,608,490,507,490,625,"nt",867332,"Plecturocebus caligatus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Plecturocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328930.1",136,1,0,625,608,490,507,490,625,"nt",1812042,"Plecturocebus brunneus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Plecturocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328929.1",136,1,0,625,608,490,507,490,625,"nt",1812036,"Plecturocebus bernhardi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Plecturocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328876.1",136,1,0,625,608,490,507,490,625,"nt",202457,"Plecturocebus cupreus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Plecturocebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328974.1",137,1,0,627,610,491,508,491,627,"nt",1812110,"Cheracebus regulus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328973.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328972.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328971.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328970.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328969.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328968.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328967.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328966.1",137,1,0,627,610,491,508,491,627,"nt",2487712,"Cheracebus lucifer","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328965.1",137,1,0,627,610,491,508,491,627,"nt",2487712,"Cheracebus lucifer","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328963.1",137,1,0,627,610,491,508,491,627,"nt",2487712,"Cheracebus lucifer","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328944.1",137,1,0,627,610,491,508,491,627,"nt",2487712,"Cheracebus lucifer","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328941.1",137,1,0,627,610,491,508,491,627,"nt",30592,"Cheracebus torquatus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328940.1",137,1,0,627,610,491,508,491,627,"nt",1812110,"Cheracebus regulus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328863.1",137,1,0,627,610,491,508,491,627,"nt",210166,"Cheracebus lugens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Pitheciidae","Callicebinae","Cheracebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329038.1",136,1,0,630,613,495,512,495,630,"nt",9514,"Cebus albifrons","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329037.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329036.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329035.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329034.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329033.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329032.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329031.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329030.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329029.1",136,1,0,630,613,495,512,495,630,"nt",9515,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329028.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329027.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"OM329026.1",136,1,0,630,613,495,512,495,630,"nt",9515,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM329025.1",136,1,0,630,613,495,512,495,630,"nt",9515,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328964.1",136,1,0,630,613,495,512,495,630,"nt",1985288,"Cebus unicolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328961.1",136,1,0,630,613,495,512,495,630,"nt",1985288,"Cebus unicolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328922.1",136,1,0,630,613,495,512,495,630,"nt",9514,"Cebus albifrons","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328897.1",136,1,0,630,613,495,512,495,630,"nt",37295,"Cebus olivaceus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328895.1",136,1,0,630,613,495,512,495,630,"nt",9514,"Cebus albifrons","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM328894.1",136,1,0,630,613,495,512,495,630,"nt",1985288,"Cebus unicolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064169.1",136,1,0,630,613,495,512,495,630,"nt",1985288,"Cebus unicolor","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"NC_064167.1",136,1,0,630,613,495,512,495,630,"nt",1547595,"Sapajus apella","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Sapajus","Simiiformes",NA,"Euarchontoglires",NA,NA,"Sapajus apella macrocephalus",NA,NA,"Platyrrhini",NA
NA,"NC_064165.1",136,1,0,630,613,495,512,495,630,"nt",37295,"Cebus olivaceus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cebidae","Cebinae","Cebus","Simiiformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,"Platyrrhini",NA
NA,"OM732482.1",135,1,0,1194,1177,1060,1077,1060,1194,"nt",29073,"Ursus maritimus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Ursidae",NA,"Ursus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"OM732481.1",135,1,0,1194,1177,1060,1077,1060,1194,"nt",29073,"Ursus maritimus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Ursidae",NA,"Ursus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
NA,"MW690592.1",137,0,1,11991,11974,11855,11872,11855,11991,"nt",395889,"Stercorarius maccormicki","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Charadriiformes","Stercorariidae",NA,"Stercorarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LC146191.2",133,1,0,504,487,372,389,372,504,"nt",1828422,"Neobythites bimaculatus","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Ophidiiformes","Ophidiidae","Neobythitinae","Neobythites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MW242809.1",136,1,0,16233,16216,16098,16115,16098,16233,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242808.1",136,1,0,9279,9262,9144,9161,9144,9279,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242807.1",136,1,0,14740,14723,14605,14622,14605,14740,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242806.1",136,1,0,247,230,112,129,112,247,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242805.1",136,1,0,441,424,306,323,306,441,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242804.1",136,1,0,3427,3410,3292,3309,3292,3427,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242803.1",136,1,0,3422,3405,3287,3304,3287,3422,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242802.1",136,1,0,1616,1599,1481,1498,1481,1616,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242801.1",136,1,0,2264,2247,2129,2146,2129,2264,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242800.1",136,1,0,374,357,239,256,239,374,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242799.1",136,1,0,1292,1275,1157,1174,1157,1292,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242798.1",136,1,0,441,424,306,323,306,441,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW242797.1",136,1,0,14737,14720,14602,14619,14602,14737,"nt",61851,"Hoolock hoolock","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hylobatidae",NA,"Hoolock","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW145450.1",136,0,0,1215,1198,1080,1097,1080,1215,"nt",63221,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,"Homo sapiens neanderthalensis",NA,NA,"Catarrhini",NA
NA,"OM732330.1",135,1,0,629,612,495,512,495,629,"nt",132609,"Nyctereutes procyonoides","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Nyctereutes",NA,NA,"Laurasiatheria",NA,NA,"Nyctereutes procyonoides koreensis",NA,NA,NA,NA
NA,"NC_063705.1",138,0,1,635,618,498,515,498,635,"nt",64108,"Zeus faber","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Zeiformes","Zeidae",NA,"Zeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OW443378.1",135,1,0,29036860,29036877,29036994,29036977,29036860,29036994,"nt",9733,"Orcinus orca","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Delphinidae",NA,"Orcinus","Cetacea",NA,"Laurasiatheria",NA,NA,NA,NA,NA,"Odontoceti",NA
NA,"NC_064558.1",135,1,0,634,617,500,517,500,634,"nt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OW443381.1",135,1,0,24697161,24697144,24697027,24697044,24697027,24697161,"nt",9733,"Orcinus orca","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Delphinidae",NA,"Orcinus","Cetacea",NA,"Laurasiatheria",NA,NA,NA,NA,NA,"Odontoceti",NA
NA,"OW443373.1",135,1,0,28693961,28693944,28693827,28693844,28693827,28693961,"nt",9733,"Orcinus orca","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Delphinidae",NA,"Orcinus","Cetacea",NA,"Laurasiatheria",NA,NA,NA,NA,NA,"Odontoceti",NA
NA,"ON398763.1",138,1,0,592,575,455,472,455,592,"nt",1931021,"Ptiloprora perstriata","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Passeriformes","Meliphagidae",NA,"Ptiloprora",NA,NA,NA,"Meliphagoidea",NA,NA,NA,NA,NA,NA
NA,"ON398761.1",137,1,0,581,564,445,462,445,581,"nt",722684,"Sericornis nouhuysi","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Passeriformes","Acanthizidae",NA,"Sericornis",NA,NA,NA,"Meliphagoidea",NA,NA,NA,NA,NA,NA
NA,"ON383206.1",136,1,0,1216,1199,1081,1098,1081,1216,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON203961.1",136,1,0,1211,1194,1076,1093,1076,1211,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON165927.1",136,1,0,1211,1194,1076,1093,1076,1211,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON153172.1",136,1,0,1212,1195,1077,1094,1077,1212,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON146570.1",136,1,0,1212,1195,1077,1094,1077,1212,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON060656.1",136,1,0,1217,1200,1082,1099,1082,1217,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON010030.1",136,1,0,1216,1199,1081,1098,1081,1216,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON010029.1",136,1,0,1213,1196,1078,1095,1078,1213,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON010025.1",136,1,0,1214,1197,1079,1096,1079,1214,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON010034.1",136,1,0,1213,1196,1078,1095,1078,1213,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM936970.1",136,1,0,1216,1199,1081,1098,1081,1216,"nt",9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"NC_063099.1",135,0,1,625,608,491,508,491,625,"nt",159716,"Champsocephalus esox","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Channichthyidae",NA,"Champsocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NC_063676.1",135,1,0,633,616,499,516,499,633,"nt",1188018,"Cepola schlegelii","Eukaryota","Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Priacanthiformes","Cepolidae",NA,"Cepola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OM677841.1",138,1,0,14923,14906,14786,14803,14786,14923,"nt",766167,"Laterallus jamaicensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Gruiformes","Rallidae",NA,"Laterallus",NA,NA,NA,NA,NA,"Laterallus jamaicensis jamaicensis",NA,NA,NA,NA
NA,"NC_063128.1",137,1,0,651,634,515,532,515,651,"nt",302535,"Coturnicops noveboracensis","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Gruiformes","Rallidae",NA,"Coturnicops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
