"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
NA,"ON597672.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597671.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597670.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597669.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597668.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597667.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597666.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597665.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597664.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597663.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597662.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597661.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597660.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597659.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597658.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597657.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597656.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597655.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597654.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597653.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597652.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597651.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597650.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597649.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597648.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597647.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597646.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597645.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597644.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597643.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597642.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597641.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597640.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597639.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597638.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597637.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597636.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597635.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597634.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597633.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597632.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597631.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597630.1",136,1,0,1212,1195,1077,1094,1077,1212,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597629.1",136,1,0,1214,1197,1079,1096,1079,1214,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"ON597628.1",136,1,0,1213,1196,1078,1095,1078,1213,100,9606,"Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"OM649989.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM649988.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065304.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM649966.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM649965.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM649964.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM649963.1",135,0,0,631,614,497,514,497,631,99,543560,"Propithecus candidus","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650095.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650094.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650093.1",135,0,0,626,609,492,509,492,626,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650092.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650091.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650090.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650089.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650088.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650087.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650086.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650085.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650084.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650083.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650082.1",135,0,0,630,613,496,513,496,630,99,379532,"Propithecus coquereli","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650081.1",135,0,0,631,614,497,514,497,631,99,475619,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,"Propithecus deckenii coronatus",NA,NA,NA,NA
NA,"OM650080.1",135,0,0,630,613,496,513,496,630,99,475619,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,"Propithecus deckenii coronatus",NA,NA,NA,NA
NA,"OM650079.1",135,0,0,630,613,496,513,496,630,99,475619,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,"Propithecus deckenii coronatus",NA,NA,NA,NA
NA,"OM650078.1",135,0,0,630,613,496,513,496,630,99,475619,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,"Propithecus deckenii coronatus",NA,NA,NA,NA
NA,"OM650077.1",135,0,0,630,613,496,513,496,630,99,475618,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650076.1",135,0,0,630,613,496,513,496,630,99,475618,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650075.1",135,0,0,630,613,496,513,496,630,99,475618,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650074.1",135,0,0,630,613,496,513,496,630,99,475618,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650073.1",135,0,0,630,613,496,513,496,630,99,475618,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"NC_065305.1",135,0,0,630,613,496,513,496,630,99,475618,"Propithecus deckenii","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650030.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650029.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650028.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650027.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650026.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650025.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650024.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650023.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650022.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650021.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650020.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650019.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
NA,"OM650018.1",135,0,0,631,614,497,514,497,631,99,83281,"Propithecus diadema","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Indriidae",NA,"Propithecus","Lemuriformes",NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
